id,created_time,profile_id,text_original,comments_count
2317884025080039,2023-04-24 06:35:45+00,100068846905135,# Când ai pe Dumnezeu ai totul Dumnezeu sa te binecuvanteze pe tine si # pe familia taDacă vrei să-L primești pe Domnul să vină la tine acasă și să locuiască în inima ta pentru totdeauna Atinge fontul albastru # 💖👉https://m.me/beliefingod.ro?ref=tg--?lyfb_xz10num=7966461,30
2317863175082124,2023-04-24 05:46:24+00,100068846905135,"Când o mamă se roagă pentru copiii ei, Dumnezeu ascultă, îngerii îi păzesc şi au loc adevărate minuni. Atinge fontul albastru pentru a accepta binecuvântarea 💌👉 [https://m.me/beliefingod.ro?ref=tg--?lyfb_xz12num=728811TE](https://m.me/beliefingod.ro?ref=tg--%3Flyfb_xz12num%3D728811TE&fbclid=IwAR30xHcY56rYhgGlSqHqib0oFbYJTdHNzL6iFcPtbHeJ7eV1Xzdk1eU-iYM)",98
2317862468415528,2023-04-24 05:44:31+00,100068846905135,Pot să te adaug pe lista mea de rugăciune în seara asta ...... Ești de acord? ,0
2317854521749656,2023-04-24 05:28:40+00,100068846905135,"[🕊️Sfântă binecuvântare💖 Astăzi ți se vor întâmpla 2 lucruri fericite, Aceasta va fi cea mai minunată zi din viața ta, Atinge fontul albastru pentru a accepta binecuvântarea. 👉 ](https://m.me/Godlovesyou.ro?ref=tg--%3Flyfb_xz06num%3D%20111)",2
2317834095085032,2023-04-24 04:45:51+00,100068846905135,Care este diferența dintre icoane și idoli în religia ortodoxa.,0
2317833378418437,2023-04-24 04:43:58+00,100068846905135,"[Când vrei să te apropii de Dumnezeu, Dumnezeu Se apropie de tine pas cu pas ...Binecuvântări celor care citesc acest mesaj. Atinge fontul albastru pentru a accepta binecuvântarea.](https://m.me/beliefingod.ro?ref=tg--%3Flyfb_xz02num%3D7966410) [https://m.me/beliefingod.ro?ref=tg--?lyfb_xz02num=796](https://m.me/beliefingod.ro?ref=tg--%3Flyfb_xz02num%3D7966410)",5
2317825778419197,2023-04-24 04:27:08+00,100068846905135,"# 🙏❤️[Hristos a purtat crucea ca orice suflet care va crede în El să fie salvat ](https://m.me/Puterearugaciunii.ro?ref=tg--%3Flyfb_xz17num%3D2675951)🍀În 2023, fie ca locuința ta să fie înconjurată în fiecare zi de pace, fericire, căldură și iubire. În numele lui Iisus! Atinge fontul albastru pentru a accepta [binecuvântarea](https://ro.kingdomsalvation.org/videos/knowing-God-excerpt-161.html?lyfb_xz17num=4065402) # 🙏👉 [https://m.me/Puterearugaciunii.ro?ref=tg--?lyfb_xz17num=267595](https://m.me/Puterearugaciunii.ro?ref=tg--%3Flyfb_xz17num%3D989142)1",73
2317824518419323,2023-04-24 04:24:27+00,100068846905135,"🍀🍁Doamne Isuse, măreşte-mi credinţa, si nu-mi da drumul din bratele Tale! Amin! Nu pot să nu mă gândesc că dacă toată lumea ar asculta cuvântul lui Dumnezeu, lumea ar fi mai frumoasă. 👉👉https://m.me/crestinortodox.or?ref=tg--?lyfb_xz57num=8452705 -1 Dacă vă place să citiți cuvintele lui Dumnezeu, studiu al cuvintelor lui Dumnezeu și să studiem împreună cuvintele lui Dumnezeu. 👆👆",3
2317691705099271,2023-04-23 23:03:26+00,100068846905135,"Buna seara vă rog din suflet dacă mă puteți ajuta sunt urât sau am eu ghinion,sunt ajutați numai cei care nu trebuie dar pe un copil nu îl ajutați! dar Dumnezeu îmi va găsi și oameni cu suflet bun! Mulți promit rar mai sunt oameni cu suflet să te ajut și vă rog frumos nu vă mai bateți joc de mine sunt doar un copil de 14 ani care am și eu nevoie de un aragaz și o mașină de spălat pentru bunica mea care are grijă de mine și tata bolnav că mama ma abandonat, Orice leu ne poate ajuta să strângem să facem și noi tavanul la cameră 🙏 Dumnezeu să vă binecuvânteze pe toți 🙏🙏 Contul este al bunicii mele dacă ne puteți ajuta; 0721598106 RO83BTRLRONCRT0661494901 RO33BTRLEURCRT0661494901 Maria Lungu",0
2317691541765954,2023-04-23 23:03:01+00,100068846905135,"Buna seara vă rog din suflet dacă mă puteți ajuta sunt urât sau am eu ghinion,sunt ajutați numai cei care nu trebuie dar pe un copil nu îl ajutați! dar Dumnezeu îmi va găsi și oameni cu suflet bun! Mulți promit rar mai sunt oameni cu suflet să te ajut și vă rog frumos nu vă mai bateți joc de mine sunt doar un copil de 14 ani care am și eu nevoie de un aragaz și o mașină de spălat pentru bunica mea care are grijă de mine și tata bolnav că mama ma abandonat, Orice leu ne poate ajuta să strângem să facem și noi tavanul la cameră 🙏 Dumnezeu să vă binecuvânteze pe toți 🙏🙏 Contul este al bunicii mele dacă ne puteți ajuta; 0721598106 RO83BTRLRONCRT0661494901 RO33BTRLEURCRT0661494901 Maria Lungu",0
2317690165099425,2023-04-23 22:59:00+00,100068846905135,**❤️🍁🍀🌾💕🕊. -*¨🚶‍♀*-. ¸💕. -*¨🤚🖐️*-. ¸🎉. -*¨💃🌿🎀💦🌹🌷** **[🍀❤️🙏 Părinte Arsenie Boca roagă-te pentru noi păcătoșii! Astăzi vreau ca Dumnezeu sa-i vindece pe toți cei care trăiesc în durere.Atinge fontul albastru pentru a accepta binecuvântarea.👉](https://m.me/CuvantulluiDumnezeu1.ro?ref=tg--%3Flyfb_xz06num%3D7966456) https://m.me/CuvantulluiDumnezeu1.ro?ref=tg--?lyfb_xz06num=7966456**,2
2317638725104569,2023-04-23 20:45:22+00,100068846905135,🙏🏻🙏🏻🙏🏻,34
2317629095105532,2023-04-23 20:26:05+00,100068846905135,"[Nu ignora, este norocul tău să vezi acest articol! Faceți clic pe cuvântul albastru, veți primi o veste bună ❤](https://m.me/100820116309129?ref=tg--%3Flyfb_xz04num%3D4632145)",6
2317626968439078,2023-04-23 20:21:32+00,100068846905135,"**🕊️🌹Cea mai frumoasă rugăciune，Fie ca família ta să fíe eliberată de boală şi suferinţă în 2023,în numele lui lisus! 💌 Atinge fontul albastru pentru a accepta binecuvântarea.📩👉[https://m.me/Dumnezeuesteiubirero?ref=tgz--?lyfb_xz03num=7966457](https://m.me/Dumnezeuesteiubirero?ref=tgz--%3Flyfb_xz03num%3D7966457)**",31
2317626901772418,2023-04-23 20:21:19+00,100068846905135,"# 🍀[Când o mamă se roagă pentru copiii ei, Dumnezeu ascultă, îngerii îi păzesc şi au](https://ro.kingdomsalvation.org/videos/God-s-disposition-and-what-He-has-and-is-excerpt-261.html?lyfb_xz03num=9409722) [loc adevărate minuni.👈](https://ro.kingdomsalvation.org/videos/God-s-disposition-and-what-He-has-and-is-excerpt-261.html?lyfb_xz03num=9409722)🌷[👉Atinge fontul albastru pentru a accepta binecuvântarea ](https://m.me/UmblandcuDumnezeu1.ro?ref=tg--%3Flyfb_xz03num%3D3773)📩",11
2317625401772568,2023-04-23 20:17:55+00,100068846905135,Doamne damsanatate Sont bolnav tare,0
2317621358439639,2023-04-23 20:09:25+00,100068846905135,"# **🙏❤️ Atinge fontul albastru🙏❤️🍀** # **🎁În 2023, fie ca locuința ta să fie înconjurată în fiecare zi de pace, fericire, căldură și iubire. În numele lui Iisus! 🙏💌👉** # **https://m.me/beliefingod.ro?ref=tg--?lyfb_xz03num=7966460**",4
2317598765108565,2023-04-23 19:25:59+00,100068846905135,"🌺Mai frumoasă rugăciune,Fie ca família ta să fíe eliberată de boală şi suferinţă în 2023,în 👉numele lui lisus! Acceptaţi-o tastând，„Amin”.🙏Atinge fontul albastru pentru a accepta binecuvântarea.💌👉 https://m.me/closetoGod.ro?ref=tg--?lyfb_xz42num=219321",88
2317576988444076,2023-04-23 18:44:47+00,100068846905135,"Niciodată să nu deznădăjduiţi, pentru că în cea mai grea împrejurare Dumnezeu te scapă. Aş putea să vă spun sute de cazuri din viaţa mea personală, când, în momentul în care tot orizontul părea închis, când nimic nu se mai deschidea pentru mine, în clipa aceea Dumnezeu deschidea o poartă...👇",0
2317558501779258,2023-04-23 18:17:28+00,100068846905135,"[Părinte Arsenie Boca roagă-te pentru noi păcătoșii!Astăzi vreau ca Dumnezeu sa-i vindece pe toți cei care trăiesc în durere. Va fi cea mai minunată zi din viața ta, deoarece binecuvântările lui Dumnezeu vin spre tine. Click pe link pentru a primi binecuvântarea ](https://m.me/eucredlndumnezeu?ref=tgz--%3Flyfb_xz06num%3D1)👈",17
2317554511779657,2023-04-23 18:11:58+00,100068846905135,"# **❤️„[Doamne, Te rog să binecuvântezi toți oamenii și să îndepărtezi tot răul din viața noastră și fie ca lumina Ta să lumineze calea pentru noi și familia noastră](https://ro.kingdomsalvation.org/videos/knowing-God-excerpt-161.html?lyfb_xz58num=8290328sd0)...Amin!”🙏În numele lui Iisus Hristos.☦Atinge fontul albastru👆👆 pentru a accepta!💌👉👉[https://m.me/UmblandcuDumnezeu1.ro?ref=tg--?lyfb_xz58num=1675a8](https://m.me/UmblandcuDumnezeu1.ro?ref=tg--%3Flyfb_xz58num%3D167588) 🙏**",6
2317554011779707,2023-04-23 18:10:55+00,100068846905135,"💌Când vrei să te apropii de Dumnezeu, Dumnezeu Se apropie de tine pas cu pas ...Binecuvântări celor care citesc acest mesaj. Atinge fontul albastru pentru a accepta binecuvântarea.💌👉 https://m.me/Godlovesyou.ro?ref=tg--?lyfb_xz06num=77",2
2317546745113767,2023-04-23 17:56:01+00,100068846905135,# Părinte Arsenie Boca roagă-te pentru noi păcătoșii!Astăzi vreau ca Dumnezeu sa-i vindece pe toți cei care trăiesc în durere💖🙏.Atinge fontul albastru pentru a accepta binecuvântarea.💗👉[https://m.me/PuterealuiDumnezeu.md?ref=tg--?lyfb_xz28num=7966456](https://m.me/PuterealuiDumnezeu.md?ref=tg--%3Flyfb_xz28num%3D7966456&fbclid=IwAR1Z12sPVzY9dKd-4HUsE09Y9Ue0xWFwYJs3fsv4VYqiUBTWmPNRGoodwAw) Atinge fontul albastru pentru a accepta binecuvântarea.,21
2317545771780531,2023-04-23 17:54:38+00,100068846905135,"Când o mamă se roagă pentru copiii ei, Dumnezeu ascultă, îngerii îi păzesc şi au loc adevărate minuni. Atinge fontul albastru pentru a accepta binecuvântarea 💌👉 [https://m.me/beliefingod.ro?ref=tg--?lyfb_xz12num=728811TE](https://m.me/beliefingod.ro?ref=tg--%3Flyfb_xz12num%3D728811TE&fbclid=IwAR2A1M54dw9Ta1jTGKIGvk7A6hmvLE_BFKWVnOLoehmN96LDitzwo543dHM)",63
231754184844759,2023-04-23 17:47:38+00,100068846905135,"# **🙏❤️🍀 [Atinge fontul albastru](https://m.me/Puterearugaciunii.ro?ref=tg--%3Flyfb_xz13num%3D187185) ❤️** # **În 2023, fie ca locuința ta să fie înconjurată în fiecare zi de pace, fericire, căldură și iubire. În numele lui Iisus! Primiți-o cu „Amin”** # **🙏👉 [https://m.me/Puterearugaciunii.ro?ref=tg--?lyfb_xz13num=3875185](https://m.me/Puterearugaciunii.ro?ref=tg--%3Flyfb_xz13num%3D187185)**",13
2317499565118485,2023-04-23 16:24:36+00,100068846905135,"DACĂ AM AVEA IUBIRE Dacă am avea iubire, toate le-am răbda uşor N-am lovi nici prin cuvinte, nici prin fapte care dor, Nu ne-am tulbura cu duhul, n-am răspunde mânios Dacă am vedea în oameni, chipul Domnului Hristos ! Dacă am avea iubire, ar înmuguri surâsul Ce ar şterge de pe gene şi tristeţea dar şi plânsul, Dacă am avea iubire, n-am trăi doar pentru noi Am întinde-un colţ de pâine şi o haină celor goi ! Dacă am avea iubire, sufletul ni s-ar sfinţi Am fi îngeri de lumină ce păşesc spre veşnicii, Am aduce bucurie şi un strop de pace-n toate Şi-am tămădui cu-n zâmbet, sufletele întristate. Dacă am avea iubirea, cea lăsată de Hristos Am vedea în cei din jur, numai ce este frumos Dumnezeu a pus în oameni, un talant sau chiar mai mult, Dar robiţi de patimi multe, l-am ascuns sau l-am pierdut ! Dacă am avea iubire, am fi buni samarineni Şi am ridica pe umeri, toţi bolnavii ăstei vremi, Am primi în casa noastră pe toţi Lazării sărmani Nu ne-am strânge-n punga noastră, spre osândă, gologani ! Dar nu mai avem iubire...alergăm vânând păcate, Ne oprim pentru o clipă şi-apoi mergem mai departe Şi uităm că timpul nostru într-o zi se va sfârşi Şi în viaţa viitoare, ce am dat, vom dobândi ! ~ Eliana Popa - din volumul de poezii : „CU HRISTOS PE DRUMUL CRUCII” ~ DUMNEZEU, este IUBIRE... iar unde este IUBIRE acolo...este şi DUMNEZEU.",4
2317497021785406,2023-04-23 16:20:20+00,100068846905135,💖💖**[ Amin!Nu există nicio dificultate care să nu poată fi depășită atunci când ne bazăm pe Dumnezeu.](https://m.me/closetoGod.ro?ref=tg--%3Flyfb_xz49num%3D155793)**🙏❤🙏🕊**Te rugăm să dai click pe cuvintele albastre și vei primi vești bune.💁‍♀️💁‍♀️Dă click pe link👉🔗 https://m.me/closetoGod.ro?ref=tg--?lyfb_xz49num=155793R**,2
2317456501789458,2023-04-23 15:09:48+00,100068846905135,# **[💞Dumnezeu să te ferească de toate pericolele și bolile și să aibă grijă de tine și de familia ta ](https://m.me/kingdomsalvationro?ref=tg--%3Flyfb_xz09num%3D5278308)** # **[🙏👉https://m.me/UmblandcuDumnezeu1.ro?ref=tg--?lyfb_xz09num=364003 👈](https://m.me/kingdomsalvationro?ref=tg--%3Flyfb_xz09num%3D5278308)** # **[Atinge fontul albastru pentru a primi binecuvântarea lui](https://m.me/kingdomsalvationro?ref=tg--%3Flyfb_xz09num%3D5278308)**,30
2317421511792957,2023-04-23 14:07:58+00,100068846905135,https://www.youtube.com/watch?v=EzbcTsJqBVY,0
958192885342822,2023-03-06 13:15:32+00,100049129852371,"كلمة لافروف أمام مجموعة ""روسيا - العالم الإسلامي "" وسفراء دول منظمة التعاون الإسلامي",53
927065241801467,2023-02-07 09:23:11+00,100049129852371,مباشر من تركيا.. استمرار عمليات الإنقاذ وسط ظروف جوية صعبة مع وصول عدد الضحايا لقرابة 5 آلاف قتيل!,45
916253643062133,2023-02-09 12:05:37+00,100049129852371,لحظات تحبس الأنفاس.. فرق الإنقاذ تسابق الزمن وسط محاولات لإنقاذ ناجين من تحت الأنقاض,45
893669622082627,2023-01-27 16:00:18+00,100049129852371,ما الذي كشفه فيكتور ميدفيدتشوك لـRT عن صراع الغرب بأوكرانيا؟,44
883897752632522,2022-12-13 17:09:00+00,100049129852371,"نصف النهائي.. ميسي يقود ""راقصي التانغو"" في مواجهة كرواتيا على استاد لوسيل.. بث مباشر من سوق واقف بالدوحة",33
880792223068527,2023-01-02 15:08:13+00,100049129852371,منها أول مهمة عربية.. إنجازات ومهام استكشاف مختلفة في عالم الفضاء خلال 2022,31
865010224948675,2022-12-15 15:01:55+00,100049129852371,"أول طائرة ركاب صينية مطورة محليا من طراز ""C919"" تدخل الخدمة لكسر هيمنة ""بوينغ"" و""إيرباص"" على صناعة الطائرات المدنية",35
862893211588201,2023-01-30 15:08:14+00,100049129852371,دراسة حديثة ترصد تباطؤا غير مفهوم في دوران نواة الأرض الداخلية.. هل يؤثر ذلك على حياتنا؟,53
853622579046244,2023-02-06 12:45:48+00,100049129852371,مباشر من سوريا.. لحظات عصيبة وحاسمة في البحث عن ناجين بين الأنقاض,96
849007289536930,2023-02-07 13:12:39+00,100049129852371,بعد كارثة الزلزال.. سوريون يطلقون حملات إلكترونية وسط استمرار جهود الإغاثة في كل من تركيا وسوريا!,57
843433260263586,2022-12-18 17:00:19+00,100049129852371,متى ستجري المفاوضات بين روسيا وأوكرانيا؟,29
833608601199013,2023-01-04 15:01:29+00,100049129852371,مقابر مفقودة وأسرار عن المومياوات.. أبرز اكتشافات علماء الآثار حول مصر القديمة خلال العام 2022,21
760070072050924,2023-03-10 15:02:58+00,100049129852371,"علماء يطورون قلبا روبوتيا مطبوعا بالتقنية ثلاثية الأبعاد يمكنه العمل ""كقلب حقيقي""، هل يمكن أن يحدث ثورة في مجال زراعة الأعضاء؟",29
759193825633761,2023-02-15 15:08:01+00,100049129852371,أكثر من نصف مليون شخص في بريطانيا يمكن أن يتم تشخيصهم بالإصابة بالسرطان سنويا بحلول عام 2040,26
748131823585533,2023-03-06 15:07:18+00,100049129852371,ممر سري داخل هرم خوفو بالجيرة يثير دهشة الباحثين.. هل يؤدي إلى حجرة الملك خوفو؟,30
739447747812161,2023-01-27 15:04:07+00,100049129852371,الليرة اللبنانية تسجل انهيارا غير مسبوق وتظاهرات في العراق لخفض سعر صرف الدولار والجنيه المصري يفقد أكثر من نصف قيمته خلال 10 أشهر لماذا انخفضت اسعار عملات عربية أمام الدولار؟,16
734750687523538,2022-12-15 12:33:12+00,100049129852371,بوتين يترأس اجتماع مجلس التنمية الاستراتيجية والمشاريع الوطنية,96
734562668126038,2023-02-21 09:01:54+00,100049129852371,خطاب ينتظره العالم.. هل يغير بوتين مسار العملية العسكرية الروسية في أوكرانيا؟ https://ar.rt.com/usne,447
729364718895804,2023-03-03 15:02:19+00,100049129852371,بعد بحوث الأوتوثانية.. عالم مصري طور مع فريقه تقنيات نقل للبيانات الرقمية بسرعة يمكنها توصيل المعلومات إلى الفضاء السحيق وفتح حقبة جديدة في عالم الاتصالات,45
724416155763321,2023-02-06 15:32:39+00,100049129852371,زلزال يودي بحياة ما يقرب من ألفي شخص في كل من سوريا وتركيا,79
724211798875802,2022-12-31 20:50:40+00,100049129852371,بوتين يوجه رسالة هامة للروس والعالم بحلول العام الجديد,405
724176112447913,2023-02-06 08:41:17+00,100049129852371,دمار هائل وعمليات الإنقاذ والبحث عن مفقودين لا تزال مستمرة في عدة مدن تركية وسورية بعد أن ضرب زلزال بقوة 7.4 المنطقة مدمرا العديد من المباني ومسفرا عن مئات الضحايا,115
722025652634132,2023-02-21 20:16:56+00,100049129852371,اجتماع مجلس الأمن حول حادثة تفجير أنبوب السيل الشمالي,28
721799316150139,2023-02-22 10:33:26+00,100049129852371,مباشر من أبو ظبي.. كلاشينكوف وأسلحة مزودة بتقنيات الذكاء الاصطناعي في الجناح الروسي بمعرض آيدكس للدفاع الدولي,30
719557526246266,2023-02-07 11:00:04+00,100049129852371,مباشر من سوريا وتركيا.. جهود إغاثة جبارة مع وصول عدد الضحايا لقرابة 5 آلاف قتيل!,65
718852639572227,2022-12-01 16:01:48+00,100049129852371,لقاء خاص مع نائب وزير الخارجية الرسي سيرغي ريابكوف,46
715710090093173,2023-03-01 17:01:06+00,100049129852371,بثينة شعبان تتحدث لـRT حول تغير العلاقة بين سوريا والسعودية على خلفية كارثة الزلزال,118
707221181083498,2023-01-31 11:19:55+00,100049129852371,موسكو.. لافروف وشكري يناقشان العلاقات الثنائية والقضايا الدولية (مؤتمر صحفي),83
705069754308885,2022-12-18 13:59:45+00,100049129852371,"نهائي مونديال 2022.. الأرجنتين بقيادة ميسي تسعى للكأس في مواجهة ""الديوك"" بطلة العالم بعد شهر من الإثارة والحماس في البطولة التي استضافتها قطر",26
698304582085143,2023-01-30 10:33:42+00,100049129852371,مؤتمر صحفي مشترك لوزير الخارجية الروسي ونظيره الباكستاني,70
692801132197982,2022-12-14 15:01:13+00,100049129852371,دراسة تحذر: أدمغة لاعبي كرة القدم مهددة بالخطر بعد بلوغهم سن معينة بسبب ضربات الرأس المتكررة خلال التمرينات والمباريات,24
691777352335383,2022-12-22 15:48:57+00,100049129852371,المؤتمر الصحفي للرئيس الروسي فلاديمير بوتين,173
686415386591761,2023-03-08 15:03:03+00,100049129852371,"اكتشاف 6 مجرات عملاقة بشكل يحير العلماء وجدت في وقت مبكر جدا من عمر الكون بفضل التلسكوب ""جيمس ويب"" الفضائي.. كيف تشكلت؟",52
679931130277320,2022-12-20 17:37:12+00,100049129852371,وصلوا الليل بالنهار.. حشود غفيرة تجتاح ساحات العاصمة الأرجنتينية احتفالا بفوز المنتخب بكأس العالم,18
676364313929971,2022-12-09 09:31:27+00,100049129852371,قمة الاتحاد الاقتصادي الأوراسي بمشاركة الرئيس بوتين,80
6763048543749402,2023-03-15 04:05:02+00,100049129852371,السعودية.. أعلى حصيلة يومية بكورونا منذ 4 أشهر تابعونا على https://vk.com/rt.arabic,2
6763047913749465,2023-03-15 04:15:00+00,100049129852371,مسؤول أمريكي يكشف تفاصيل عن مهمة المسيرة الأمريكية قبل سقوطها بالبحر الأسود تابعونا على التلغرام https://t.me/rtarabictelegram,2
6763046153749641,2023-03-15 04:25:00+00,100049129852371,بورصات الخليج تفقد أكثر من 50 مليار دولار تأثرا بإفلاس 3 بنوك أمريكية,16
6763045927082997,2023-03-15 04:35:00+00,100049129852371,تقرير: نتنياهو يمنع وزراءه من زيارة واشنطن في ظل تأخر دعوته للبيت الأبيض تابعونا على https://vk.com/rt.arabic,0
6108326612553849,2023-04-24 14:34:06+00,100039658642469,"**Der Bumerang trifft die Richtigen** 3 Jahre hat die Regierung die Bevölkerung mit sinnlosen Lockdowns, Schulschließungen und Impfzwängen schikaniert, Milliarden Euro sinnlos verpulvert und jeden Kritiker als hirnlosen Querdenker beschimpft. Nun bekommt sie bei allen Wahlen die Rechnung serviert, überall verlieren die Regierenden massiv an Stimmen. Die Wähler wandern zu denen ab, die ihre sozialen Nöte, Existenzängste, Energie- und Wohnungssorgen ernst nehmen. All das hat drei Jahre lang die Eliten nicht interessiert, bestenfalls wurden gelogene Lippenbekenntnisse geheuchelt und Wohnungsgelder verschleudert, statt damit Wohnungen zu bauen. Vom Klimawandel wollen wir gar nicht erst reden, der ruht auf der langen Bank, bis es zu spät ist. Nun sind die lange verachteten Kommunisten Erste in Graz und Zweite in Salzburg. Wenn ÖVP und SPÖ noch lange schlafen, wird auch die Stadt Salzburg einen kommunistischen Bürgermeister bekommen. Überheblichkeit kommt halt vor dem Sturz!",0
6108302785889565,2023-04-24 14:24:58+00,100039658642469,"IS-Schlächter planen neue Anschläge: Unsere Kirchen sind jetzt Terror-Ziele! Mit den Pentagon-Leaks fliegt nun auch auf, was US-Geheimdienste von den Terrorplänen der muslimischen Terroristen wissen: So drohen konkret Angriffe auf unsere Kirchen und Shopping-Center in Europa, 15 derartige Pläne würden existieren.",0
610830136922304,2023-04-24 14:24:27+00,100039658642469,Nach Corona-Impfung erblindet: „Ich verklage Biontech auf 150.000 Euro“ Einer der Kläger ist Dietmar S. (58) aus Geisingen in Baden-Württemberg. Er war immer Befürworter der Corona-Impfungen – bis er nach seiner eigenen Impfung auf einem Auge fast ganz erblindete. Jetzt fordert er von Biontech 150.000 Euro Schadenersatz.,0
6108299655889878,2023-04-24 14:23:44+00,100039658642469,"„Grüne Vetternwirtschaft muss enden!“ „Liebe Grüne, Vereinbarkeit von Familie und Beruf heißt nicht, die ganze Familie im Bundeswirtschaftsministerium anzustellen …“ – CSU-Generalsekretär Martin Huber schlägt Alarm! Grund: Robert Habecks Familienkonstellation im Bundeswirtschaftsministerium. Die Top-Amtsträger im Habeck-Ministerium und Öko-Lobbyisten sind verwandt.",0
6108279592558551,2023-04-24 14:16:15+00,100039658642469,"Mal sehr gut erklärt, wie wir betrogen werden. Die Hersteller der Solar- und Wärmep. sind nämlich auch Lobbyisten und wollen uns nur ihre Dinger andrehen und wir nicht auf dem freien Markt kaufen können, was sowieso, wie man hört, zum Scheitern verurteilt ist.",0
6108279445891899,2023-04-24 14:16:12+00,100039658642469,"Die linksextreme Szene hat schon häufig verkündet, dass sie ihre eigene Gewalt als gute Gewalt betrachtet, kommentiert Philip Eppelsheim. [ ](https://trib.al/9trRVXi?fbclid=IwAR136PJpSeF98QXMGjaIR9yb-M_tjH6SMMqsUQA9KvTwp3LrsNBdIMHjURQ)",0
